Vulnerable,Git Commit Hash,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,SumCountInput,AvgCountInput,MaxCountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,SumCountOutput,AvgCountOutput,MaxCountOutput,SumCountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,SumMaxNesting,AvgMaxNesting,MaxMaxNesting,HenryKafura,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Yes,d183645616b0533b3acee28f1a95570bffbdf50f,File,findlocale.c,locale/findlocale.c,3,17,6,38,183,79,4,4,4,1,26,3,17,6,0,1,16,4,7,300,38,159,86,57,79,3,24,16,4,5,15,65,176,169,0,7,4,4,4,1,3,7,2,3,20101,0,4,4,4,1
Yes,d183645616b0533b3acee28f1a95570bffbdf50f,File,tst-setlocale3.c,localedata/tst-setlocale3.c,1,32,1,13,166,24,4,4,4,1,33,1,32,1,0,5,32,3,5,203,13,160,24,105,24,0,6,78,8,15,180,82,102,18,0,84,7,7,7,4,1,10,1,1,103754,0,21,21,21,8
No,11e3417af6e354f1942c68a271ae51e892b2814d,File,dns-network.c,nss_dns/dns-network.c,13,93,18,57,308,113,17,16,24,10,122,13,93,18,0,3,140,12,16,469,57,290,80,176,113,1,18,171,14,24,120632,148,194,49,0,145,32,31,46,25,7,44,4,7,68752674,0,52,48,71,32
Yes,ae61fc7b33d9d99d2763c16de8275227dc9748ba,File,dns-network.c,nss_dns/dns-network.c,13,93,18,57,308,113,17,16,24,10,122,13,93,18,0,3,140,12,16,469,57,290,80,177,113,1,18,171,14,24,120632,146,192,49,0,143,32,31,46,25,7,44,4,7,68752674,0,52,48,71,32
No,4a28f4d55a6cc33474c0792fe93b5942d81bf185,File,fnmatch_loop.c,posix/fnmatch_loop.c,59,464,68,130,987,161,74,68,117,55,590,33,250,33,0,2,44,11,11,1278,79,541,80,359,91,511,105,84,21,26,8878,250,418,110,6,302,95,88,166,79,7,24,6,7,47648348,0,147,136,234,110
No,4a28f4d55a6cc33474c0792fe93b5942d81bf185,File,tst-fnmatch3.c,posix/tst-fnmatch3.c,0,9,0,3,12,17,3,3,3,3,9,0,9,0,0,1,0,0,0,32,3,9,2,5,17,0,3,4,2,2,4,3,5,0,0,5,3,3,3,3,1,1,0,1,0,1,3,3,3,3
Yes,524ae9ea2e3ae9f5bf5d655595fda827e9dc50a1,File,fnmatch_loop.c,posix/fnmatch_loop.c,59,464,68,130,988,161,74,68,117,55,591,33,250,33,0,2,44,11,11,1279,79,542,80,360,91,511,105,84,21,26,8878,251,419,110,6,303,95,88,166,79,7,24,6,7,47648348,0,147,136,234,110
Yes,524ae9ea2e3ae9f5bf5d655595fda827e9dc50a1,File,tst-fnmatch3.c,posix/tst-fnmatch3.c,1,6,0,4,9,17,1,1,1,1,7,1,6,0,0,1,0,0,0,30,4,6,3,2,17,0,3,4,2,2,4,2,2,1,0,1,1,1,1,1,0,1,0,1,0,2,1,1,1,1
No,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,File,dns-host.c,resolv/nss_dns/dns-host.c,11,92,20,136,980,271,17,15,23,11,120,11,90,20,0,10,216,11,23,1357,136,932,202,631,269,19,34,206,10,27,2001280826,476,640,111,0,529,63,59,89,48,4,44,2,4,228417346,0,166,151,228,110
No,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,File,res_query.c,resolv/res_query.c,4,42,14,46,453,179,7,7,12,4,57,4,40,14,0,6,84,7,12,652,46,395,83,257,179,24,35,52,4,9,111068,164,237,35,4,198,27,25,54,14,4,18,2,4,1909608,0,44,42,74,28
No,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,File,res_send.c,resolv/res_send.c,5,60,13,108,1040,447,10,10,15,6,77,4,54,12,0,16,584,9,34,1587,99,878,172,561,436,125,58,491,8,42,76360940,427,579,100,30,449,55,55,93,39,5,118,2,6,1683679156,0,164,164,240,111
Yes,2c8f75f79bd6f3f4b3400a9f1a01a75e3086006b,File,dns-host.c,resolv/nss_dns/dns-host.c,11,91,11,133,967,180,17,15,22,10,109,11,88,10,0,10,216,11,23,1250,133,919,202,622,178,19,34,206,10,27,2001280826,471,633,111,0,522,63,59,89,48,4,44,2,4,228417346,0,165,150,224,109
Yes,2c8f75f79bd6f3f4b3400a9f1a01a75e3086006b,File,res_query.c,resolv/res_query.c,4,41,14,46,450,179,7,7,12,4,56,4,40,14,0,6,84,7,12,649,46,392,83,254,179,24,35,52,4,9,111068,161,234,35,4,195,27,25,54,14,4,18,2,4,1909608,0,44,42,74,28
Yes,2c8f75f79bd6f3f4b3400a9f1a01a75e3086006b,File,res_send.c,resolv/res_send.c,5,62,12,108,1072,281,10,10,15,6,78,4,56,11,0,16,584,9,34,1453,99,900,182,583,273,126,64,491,8,42,76360940,443,596,106,29,461,55,55,92,39,5,118,2,6,1683679156,0,165,165,239,111
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,File,res_send.c,resolv/res_send.c,5,60,13,109,1056,447,11,11,15,6,77,4,55,12,0,16,584,9,34,1604,100,894,173,570,436,125,58,491,8,42,76360940,432,588,100,30,458,58,58,96,39,6,118,2,6,1683679156,0,168,168,244,111
Yes,f327f5b47be57bc05a4077344b381016c1bb2c11,File,res_send.c,resolv/res_send.c,5,63,14,108,1040,447,11,11,16,7,81,4,57,13,0,15,584,9,34,1587,99,878,169,561,436,125,58,491,8,42,76360940,427,578,99,30,449,55,55,93,39,5,118,2,6,1683679156,0,163,163,239,110
No,317b199b4aff8cfa27f2302ab404d2bb5032b9a4,File,dns-network.c,nss_dns/dns-network.c,13,93,18,56,306,113,17,16,24,10,121,13,93,18,0,3,140,12,16,466,56,288,79,175,113,1,18,171,14,24,120632,146,192,48,0,144,32,31,46,25,7,44,4,7,68752674,0,52,48,71,32
Yes,a6033052d08027f745867e5e346852da1959226c,File,dns-network.c,nss_dns/dns-network.c,13,93,18,57,308,113,17,16,24,10,122,13,93,18,0,3,140,12,16,469,57,290,80,176,113,1,18,171,14,24,120632,148,194,49,0,145,32,31,46,25,7,44,4,7,68752674,0,52,48,71,32
No,d42eed4a044e5e10dfb885cf9891c2518a72a491,File,clnt_udp.c,sunrpc/clnt_udp.c,3,38,6,40,484,112,6,4,7,4,46,2,32,6,0,9,114,6,27,628,38,401,95,247,112,55,32,102,6,31,464,203,258,52,3,203,24,23,32,19,4,18,1,4,130971770,0,56,38,66,44
No,d42eed4a044e5e10dfb885cf9891c2518a72a491,File,tst-udp-error.c,sunrpc/tst-udp-error.c,0,0,0,6,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6,29,13,23,19,0,8,0,0,0,0,14,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes,963394a22b38c4ec92b6875a6c06d3b15d5c0d21,File,clnt_udp.c,sunrpc/clnt_udp.c,3,38,6,40,484,112,6,4,7,4,46,2,32,6,0,9,114,6,27,628,38,401,95,247,112,55,32,102,6,31,464,203,258,52,3,203,24,23,32,19,4,18,1,4,130971770,0,56,38,66,44
Yes,963394a22b38c4ec92b6875a6c06d3b15d5c0d21,File,tst-udp-error.c,sunrpc/tst-udp-error.c,0,0,0,6,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6,29,13,23,19,0,8,0,0,0,0,14,14,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,ac8060265bcaca61568ef3a20b9a0140a270af54,File,tst-resolv-network.c,resolv/tst-resolv-network.c,3,47,3,24,257,31,5,2,5,1,52,3,47,3,0,5,38,4,8,309,24,248,44,198,31,0,9,82,8,15,45,134,158,18,0,140,15,4,15,1,3,12,1,3,2672784,0,23,12,25,5
Yes,596cc360aa9f0484d6621fd9dfa5de83c3a24dc5,File,tst-resolv-network.c,resolv/tst-resolv-network.c,3,46,2,24,252,30,4,2,5,1,51,3,46,2,0,5,38,4,8,303,24,243,44,193,30,0,9,82,8,15,45,131,154,18,0,136,14,4,14,1,3,12,1,3,2672784,0,22,12,24,5
